Index,State,City,Wiki_name,Station Identifier,AM/FM,Channel Number,Twitter Handle,Alternate,Twitter,_merge,Empty_at_load
408,New York,Blue Mountain Lake,Blue Mtn. Lake,WXLH,FM,91.3,None,,Twitter,both,Emptyatload
409,New York,Brooklyn,Brooklyn,WNYE,FM,91.5,None,,Twitter,both,Emptyatload
410,New York,Brookville,Brookville,WCWP,FM,88.1,@wcwpsports,,Twitter,both,Emptyatload
411,New York,Buffalo,Buffalo,WBFO,FM,88.7,@wbfo,,Twitter,both,Emptyatload
414,New York,Canajoharie,Canajoharie,WCAN,FM,93.3,None,,Twitter,both,Emptyatload
415,New York,Canton,Canton,WSLU,FM,89.5,@ncpr,,Twitter,both,Emptyatload
416,New York,Corning,Corning,WSQE,FM,91.1,None,,Twitter,both,Emptyatload
418,New York,Hornell,Hornell,WSQA,FM,88.7,None,,Twitter,both,Emptyatload
420,New York,Ithaca,Ithaca,WSQG,FM,90.9,@wskg,,Twitter,both,Emptyatload
421,New York,Jamestown,Jamestown,WUBJ,FM,88.1,@wbfo,,Twitter,both,Emptyatload
422,New York,Jeffersonville,Jeffersonville,WJFF,FM,90.5,@wjffradio,,Twitter,both,Emptyatload
423,New York,Kingston,Kingston,WAMK,FM,90.9,None,,Twitter,both,Emptyatload
424,New York,Malone,Malone,WSLO,FM,90.9,None,,Twitter,both,Emptyatload
425,New York,Middletown,Middletown,WOSR,FM,91.7,None,,Twitter,both,Emptyatload
426,New York,New York City,New York City,WFUV,FM,90.7,@wfuv,,Twitter,both,Emptyatload
427,New York,New York City,New York City,WNYC,AM,820,@wnyc,,Twitter,both,Emptyatload
428,New York,New York City,New York City,WNYC,FM,93.9,@wnyc,,Twitter,both,Emptyatload
429,New York,North Creek,North Creek,WXLG,FM,89.9,None,,Twitter,both,Emptyatload
430,New York,Olean,Olean,WOLN,FM,91.3,@wbfo,,Twitter,both,Emptyatload
431,New York,Oneonta,Oneonta,WSQC,FM,91.7,None,,Twitter,both,Emptyatload
432,New York,Oswego,Oswego,WRVO,FM,89.9,@WRVO,,Twitter,both,Emptyatload
433,New York,Oswego,Oswego,WRVD,FM,90.3,None,,Twitter,both,Emptyatload
435,New York,Plattsburgh,Plattsburgh,WCEL,FM,91.9,@WMACradio,,Twitter,both,Emptyatload
436,New York,Poughkeepsie,Poughkeepsie,WRHV,FM,88.7,@wwfmclassical,,Twitter,both,Emptyatload
437,New York,Rochester,Rochester,WXXI,AM,1370,@WXXInews,,Twitter,both,Emptyatload
438,New York,Rochester,Rochester,WXXI,FM,91.5,@WXXInews,,Twitter,both,Emptyatload
439,New York,Saranac Lake,Saranac Lake,WSLL,FM,90.5,@ncpr,,Twitter,both,Emptyatload
440,New York,Schenectady,Schenectady,WMHT,FM,89.1,@wmhtpubmedia,,Twitter,both,Emptyatload
441,New York,Selden,Selden,WSUF,FM,89.9,@wshunews,,Twitter,both,Emptyatload
443,New York,Southampton,Southampton,WRLI,FM,91.3,None,,Twitter,both,Emptyatload
444,New York,Syracuse,Syracuse,WAER,FM,88.3,@waer883,,Twitter,both,Emptyatload
445,New York,Syracuse,Syracuse,WCNY,FM,91.3,@wcny,,Twitter,both,Emptyatload
446,New York,Ticonderoga,Ticonderoga,WANC,FM,103.9,None,,Twitter,both,Emptyatload
447,New York,Utica,Utica,WRVN,FM,91.9,None,,Twitter,both,Emptyatload
448,New York,Utica,Utica,WUNY,FM,89.5,@wcny,,Twitter,both,Emptyatload
449,New York,Watertown,Watertown,WJNY,FM,90.9,None,,Twitter,both,Emptyatload
450,New York,Watertown,Watertown,WRVJ,FM,91.7,None,,Twitter,both,Emptyatload
451,New York,Watertown,Watertown,WSLJ,FM,88.9,None,,Twitter,both,Emptyatload
412,New York,Buffalo,,WNED,AM,970,@wned,,Twitter,left_only,Emptyatload
413,New York,Buffalo,,WNED,FM,89.3,@wned,,Twitter,left_only,Emptyatload
417,New York,Geneva,,WEOS,FM,89.7,@WEOSmorning,,Twitter,left_only,Emptyatload
419,New York,Houghton,,WJSL,FM,90.3,None,,Twitter,left_only,Emptyatload
434,New York,Peru,,WXLU,FM,88.3,None,,Twitter,left_only,Emptyatload
442,New York,Southampton,,WLIU,FM,88.3,@WLIU_BK,,Twitter,left_only,Emptyatload
887,New York,,Albany,WAMC,AM,1400,None,,Twitter,right_only,Emptyatload
888,New York,,Boonville,WXLB,FM,91.7,@ncpr,,Twitter,right_only,Emptyatload
889,New York,,Buffalo,WNED,FM,94.5,@wned,@wnedtv,Twitter,right_only,Emptyatload
890,New York,,Cape Vincent,WSLZ,FM,88.1,None,,Twitter,right_only,Emptyatload
891,New York,,Fredonia,WCVF,FM,91.3,@fredoniaradio,,Twitter,right_only,Emptyatload
892,New York,,Geneva,WEOS,FM,89.5,@WEOSmorning,,Twitter,right_only,Emptyatload
893,New York,,Gouverneur,WXLB,FM,90.5,@ncpr,,Twitter,right_only,Emptyatload
894,New York,,Hamilton,WRCU,FM,90.1,@wrcucolgate,,Twitter,right_only,Emptyatload
895,New York,,Houghton,WXXY,FM,90.3,@WXXIrochester,,Twitter,right_only,Emptyatload
896,New York,,Jamestown,WNJA,FM,89.7,@wned,,Twitter,right_only,Emptyatload
897,New York,,Lake Placid,WXLL,FM,91.7,None,,Twitter,right_only,Emptyatload
898,New York,,Peru,WXLU,FM,88.1,@ncpr,,Twitter,right_only,Emptyatload
899,New York,,Rochester,WRUR,FM,88.5,@wrurfm,,Twitter,right_only,Emptyatload
900,New York,,Southampton,WPPB,FM,88.3,@wppb,,Twitter,right_only,Emptyatload
901,New York,,Tupper Lake,WXLS,FM,88.3,@ncpr,,Twitter,right_only,Emptyatload
452,North Carolina,Asheville,Asheville,WCQS,FM,88.1,@news_bpr,,Twitter,both,Emptyatload
453,North Carolina,Atlantic Beach,Atlantic Beach,WBJD,FM,91.5,@publicradioeast,,Twitter,both,Emptyatload
454,North Carolina,Buxton,Buxton,WBUX,FM,90.5,None,,Twitter,both,Emptyatload
455,North Carolina,Chapel Hill,Chapel Hill,WUNC,FM,91.5,@wunc,,Twitter,both,Emptyatload
456,North Carolina,Charlotte,Charlotte,WFAE,FM,90.7,@wfae,,Twitter,both,Emptyatload
457,North Carolina,Davidson,Davidson,WDAV,FM,89.9,@wdav,,Twitter,both,Emptyatload
458,North Carolina,Durham,Durham,WNCU,FM,90.7,@wncu,,Twitter,both,Emptyatload
459,North Carolina,Fayetteville,Fayetteville,WFSS,FM,91.9,@wunc,,Twitter,both,Emptyatload
460,North Carolina,Franklin,Franklin,WFQS,FM,91.3,@news_bpr,,Twitter,both,Emptyatload
461,North Carolina,Hickory,Hickory,WFHE,FM,90.3,None,,Twitter,both,Emptyatload
463,North Carolina,Manteo,Manteo,WURI,FM,91.5,None,,Twitter,both,Emptyatload
464,North Carolina,New Bern,New Bern,WTEB,FM,89.3,@publicradioeast,,Twitter,both,Emptyatload
467,North Carolina,Spindale,Spindale,WNCW,FM,88.7,@wncw,,Twitter,both,Emptyatload
468,North Carolina,Wilmington,Wilmington,WHQR,FM,91.3,@whqr,,Twitter,both,Emptyatload
469,North Carolina,Winston-Salem,Winston-Salem,WFDD,FM,88.5,@wfdd,,Twitter,both,Emptyatload
462,North Carolina,Kingston,,WKNS,FM,90.5,@publicradioeast,,Twitter,left_only,Emptyatload
465,North Carolina,Roanoke Rapids,,WZRU,FM,88.5,None,,Twitter,left_only,Emptyatload
466,North Carolina,Rocky Mount,,WRQM,FM,90,@wunc,,Twitter,left_only,Emptyatload
902,North Carolina,,Elizabeth City,WRVS,FM,89.9,@wrvs899,,Twitter,right_only,Emptyatload
903,North Carolina,,Kinston,WKNS,FM,90.3,@publicradioeast,,Twitter,right_only,Emptyatload
904,North Carolina,,Manteo,WUND,FM,88.9,@wunc,,Twitter,right_only,Emptyatload
905,North Carolina,,New Bern,WZNB,FM,88.5,@publicradioeast,,Twitter,right_only,Emptyatload
906,North Carolina,,Raleigh,WSHA,FM,88.9,@889fmwsha,,Twitter,right_only,Emptyatload
907,North Carolina,,Raleigh,WCPE,FM,89.7,@wcpe,,Twitter,right_only,Emptyatload
908,North Carolina,,Rocky Mount,WRQM,FM,90.9,@wunc,,Twitter,right_only,Emptyatload
909,North Carolina,,Winston-Salem,WSNC,FM,90.5,@wsncradio,,Twitter,right_only,Emptyatload
470,North Dakota,Belcourt,Belcourt,KEYA,FM,88.5,@KEYApublicradio,,Twitter,both,Emptyatload
471,North Dakota,Bismarck,Bismarck,KCND,FM,90.5,@prairiepublic,,Twitter,both,Emptyatload
472,North Dakota,Dickinson,Dickinson,KDPR,FM,89.9,@KDPRknows,,Twitter,both,Emptyatload
473,North Dakota,Fargo,Fargo,KDSU,FM,91.9,@prairiepublic,,Twitter,both,Emptyatload
474,North Dakota,Grand Forks,Grand Forks,KUND,FM,89.3,@prairiepublic,,Twitter,both,Emptyatload
475,North Dakota,Jamestown,Jamestown,KPRJ,FM,91.5,@prairiepublic,,Twitter,both,Emptyatload
476,North Dakota,Minot,Minot,KMPR,FM,88.9,None,,Twitter,both,Emptyatload
477,North Dakota,Williston,Williston,KPPR,FM,89.5,@prairiepublic,,Twitter,both,Emptyatload
910,North Dakota,,Grand Forks,KFJM,FM,90.7,None,,Twitter,right_only,Emptyatload
478,Ohio,Athens,Athens,WOUB,AM,1340,@woub,,Twitter,both,Emptyatload
479,Ohio,Athens,Athens,WOUB,FM,91.3,@woub,,Twitter,both,Emptyatload
480,Ohio,Bryan,Bryan,WGBE,FM,90.9,None,,Twitter,both,Emptyatload
482,Ohio,Chillicothe,Chillicothe,WOUH,FM,91.9,None,,Twitter,both,Emptyatload
489,Ohio,Coshocton,Coshocton,WOSE,FM,91.1,None,,Twitter,both,Emptyatload
490,Ohio,Dayton,Dayton,WDPR,FM,88.1,@discoverdpr,,Twitter,both,Emptyatload
491,Ohio,Defiance,Defiance,WGDE,FM,91.9,None,,Twitter,both,Emptyatload
492,Ohio,Ironton,Ironton,WOUL,FM,89.1,@woub,,Twitter,both,Emptyatload
494,Ohio,Lima,Lima,WGLE,FM,90.7,None,,Twitter,both,Emptyatload
495,Ohio,Mansfield,Mansfield,WOSV,FM,91.7,@wosu,,Twitter,both,Emptyatload
496,Ohio,Marion,Marion,WOSB,FM,91.1,None,,Twitter,both,Emptyatload
498,Ohio,New Philadelphia,New Philadelphia,WKRJ,FM,91.5,None,,Twitter,both,Emptyatload
499,Ohio,Oxford,Oxford,WMUB,FM,88.5,@917wvxu,,Twitter,both,Emptyatload
500,Ohio,Portsmouth,Portsmouth,WOSP,FM,91.5,None,,Twitter,both,Emptyatload
502,Ohio,Toledo,Toledo,WGTE,FM,91.3,@wtgepublic,,Twitter,both,Emptyatload
504,Ohio,Wooster,Wooster,WKRW,FM,89.3,@wksu,,Twitter,both,Emptyatload
507,Ohio,Zanesville,Zanesville,WOUZ,FM,90.1,None,,Twitter,both,Emptyatload
483,Ohio,Chillicothe,,WVXC,FM,89.3,None,,Twitter,left_only,Emptyatload
497,Ohio,Mt. Gilead,,WVXG,FM,95.1,@951rocks,,Twitter,left_only,Emptyatload
501,Ohio,Thompson,,WSKV,FM,89.1,@wskv,,Twitter,left_only,Emptyatload
503,Ohio,West Union,,WVXW,FM,89.5,None,,Twitter,left_only,Emptyatload
911,Ohio,,Columbus,WOSA,FM,101.1,None,,Twitter,right_only,Emptyatload
912,Ohio,,Columbus,WOSU,FM,89.7,@wosu,,Twitter,right_only,Emptyatload
913,Ohio,,Norwalk,WNRK,FM,90.7,None,,Twitter,right_only,Emptyatload
914,Ohio,,Thompson,WKSV,FM,89.1,None,,Twitter,right_only,Emptyatload
915,Ohio,,Wilberforce,WCSU,FM,88.9,None,,Twitter,right_only,Emptyatload
508,Oklahoma,Ardmore,Ardmore,KLCU,FM,90.3,None,,Twitter,both,Emptyatload
511,Oklahoma,Oklahoma City,Oklahoma City,KROU,FM,105.7,None,,Twitter,both,Emptyatload
916,Oklahoma,,Ada,KOUA,FM,91.9,None,,Twitter,right_only,Emptyatload
917,Oklahoma,,Altus,KOCU,FM,90.1,@kucofm,,Twitter,right_only,Emptyatload
918,Oklahoma,,Clinton,KQOU,FM,89.1,None,,Twitter,right_only,Emptyatload
919,Oklahoma,,Ketchum,KOSN,FM,107.5,@kosuradio,,Twitter,right_only,Emptyatload
920,Oklahoma,,Tulsa,KWTU,FM,88.7,@kwgsnews,,Twitter,right_only,Emptyatload
921,Oklahoma,,Woodward,KWOU,FM,88.1,@kwouonline,,Twitter,right_only,Emptyatload
514,Oregon,Ashland,Ashland,KAGI,AM,930,@jprnews,,Twitter,both,Emptyatload
515,Oregon,Ashland,Ashland,KSJK,AM,1230,@jprnews,,Twitter,both,Emptyatload
516,Oregon,Ashland,Ashland,KSMF,FM,89.1,@jprnews,,Twitter,both,Emptyatload
517,Oregon,Ashland,Ashland,KSRG,FM,88.3,@jprnews,,Twitter,both,Emptyatload
518,Oregon,Ashland,Ashland,KSOR,FM,90.1,@jprnews,,Twitter,both,Emptyatload
519,Oregon,Astoria,Astoria,KMUN,FM,91.9,@coastradio,,Twitter,both,Emptyatload
520,Oregon,Bend,Bend,KOAB,FM,91.3,@opb,,Twitter,both,Emptyatload
521,Oregon,Coos Bay,Coos Bay,KSBA,FM,88.5,@ksbanews,,Twitter,both,Emptyatload
522,Oregon,Corvallis,Corvallis,KOAC,AM,550,@opb,,Twitter,both,Emptyatload
524,Oregon,Eugene,Eugene,KRVM,AM,1280,@91krvm,,Twitter,both,Emptyatload
525,Oregon,Florence,Florence,KLFO,FM,88.1,@klcceugeneor,,Twitter,both,Emptyatload
527,Oregon,Klamath Falls,Klamath Falls,KSKF,FM,90.9,@jprnews,,Twitter,both,Emptyatload
528,Oregon,Newport,Newport,KLCO,FM,90.5,@klcceugeneor,,Twitter,both,Emptyatload
529,Oregon,Pendleton,Pendleton,KRBM,FM,90.9,None,,Twitter,both,Emptyatload
530,Oregon,Portland,Portland,KOPB,FM,91.5,@opb,,Twitter,both,Emptyatload
531,Oregon,Reedsport,Reedsport,KLFR,FM,89.1,None,,Twitter,both,Emptyatload
532,Oregon,Roseburg,Roseburg,KSRS,FM,91.5,None,,Twitter,both,Emptyatload
922,Oregon,,Eugene,KOPB,AM,1600,@opb,,Twitter,right_only,Emptyatload
923,Oregon,,Klamath Falls,KLMF,FM,88.5,@jprnews,,Twitter,right_only,Emptyatload
924,Oregon,,Myrtle Point,KOOZ,FM,94.1,None,,Twitter,right_only,Emptyatload
925,Oregon,,Roseburg,KTBR,AM,950,@jprnews,,Twitter,right_only,Emptyatload
926,Oregon,,Roseburg,KMPQ,FM,88.1,None,,Twitter,right_only,Emptyatload
927,Oregon,,Tillamook,KTCB,FM,89.5,@coastradio,,Twitter,right_only,Emptyatload
928,Oregon,,Warrenton,KCPB,FM,90.9,@coastradio,,Twitter,right_only,Emptyatload
536,Pennsylvania,Harrisburg,Summerdale,WJAZ,FM,91.7,None,,Twitter,both,Emptyatload
541,Pennsylvania,Mt. Pocono,Mt. Pocono,WRTY,FM,91.1,None,,Twitter,both,Emptyatload
537,Pennsylvania,Harrisburg,,WXPH,FM,88.1,None,,Twitter,left_only,Emptyatload
538,Pennsylvania,Huntingdon,,WKVR,FM,92.3,None,,Twitter,left_only,Emptyatload
540,Pennsylvania,Kane,,WPSB,FM,90.1,None,,Twitter,left_only,Emptyatload
929,Pennsylvania,,Kane,WPSX,FM,90.1,@wpsu,,Twitter,right_only,Emptyatload
930,Pennsylvania,,Middletown,WXPH,FM,88.7,@wxpnfm,,Twitter,right_only,Emptyatload
931,Pennsylvania,,Pittsburgh,WESA,FM,90.5,@905wesa,,Twitter,right_only,Emptyatload
932,Pennsylvania,,Williamsport,WVYA,FM,89.7,@wviatvfm,,Twitter,right_only,Emptyatload
552,Rhode Island,North Providence,,WRNI,AM,1290,@ripr,,Twitter,left_only,Emptyatload
553,Rhode Island,Westerly,,WXNI,AM,1230,@ripr,,Twitter,left_only,Emptyatload
933,Rhode Island,,"Providence, northern RI, and bordering MA",WELH,FM,88.1,None,,Twitter,right_only,Emptyatload
934,Rhode Island,,South Coast of Massachusetts and Narragansett Bay communities,WXNI,FM,89.3,@ripr,,Twitter,right_only,Emptyatload
935,Rhode Island,,Coventry and central RI,WCVY,FM,91.5,@wcvy915,,Twitter,right_only,Emptyatload
936,Rhode Island,,"Narragansett and southern RI, Block Island, Aquidneck Island, and parts of the East Bay",WRNI,FM,102.7,@wrni,,Twitter,right_only,Emptyatload
562,South Carolina,Sumter,Sumter,WRJA,FM,88.1,@scetv,,Twitter,both,Emptyatload
563,South Dakota,Brookings,Brookings,KESD,FM,88.3,None,,Twitter,both,Emptyatload
564,South Dakota,Faith,Faith,KPSD,FM,97.1,None,,Twitter,both,Emptyatload
565,South Dakota,Lowry,Lowry,KQSD,FM,91.9,@SoDakPB,,Twitter,both,Emptyatload
566,South Dakota,Martin,Martin,KZSD,FM,102.5,None,,Twitter,both,Emptyatload
567,South Dakota,Pierpont,Watertown,KDSD,FM,90.9,None,,Twitter,both,Emptyatload
568,South Dakota,Rapid City,Rapid City,KBHE,FM,89.3,@SoDakPB,,Twitter,both,Emptyatload
569,South Dakota,Reliance,Pierre,KTSD,FM,91.1,None,,Twitter,both,Emptyatload
570,South Dakota,Sioux Falls,Sioux Falls,KCSD,FM,90.9,@SoDakPB,,Twitter,both,Emptyatload
571,South Dakota,Vermillion,Vermillion,KUSD,FM,89.7,@SoDakPB,,Twitter,both,Emptyatload
937,South Dakota,,Sioux Falls,KRSD,FM,88.1,@mpr,,Twitter,right_only,Emptyatload
573,Tennessee,Cookeville,Cookeville,WHRS,FM,91.7,@WPLN,,Twitter,both,Emptyatload
574,Tennessee,Dyersberg,Dyersburg,WKNQ,FM,90.7,None,,Twitter,both,Emptyatload
575,Tennessee,Jackson,Jackson,WKNP,FM,90.1,@wknofm,,Twitter,both,Emptyatload
938,Tennessee,,Collegedale,WSMC,FM,90.5,@wsmcfm,,Twitter,right_only,Emptyatload
939,Tennessee,,Nashville,WFCL,FM,91.1,@WPLN,,Twitter,right_only,Emptyatload
595,Texas,Ingram,Ingram,KTXI,FM,90.1,@tprnews,,Twitter,both,Emptyatload
940,Texas,,Abilene,KACU,FM,89.5,@kacu895,,Twitter,right_only,Emptyatload
941,Texas,,Amarillo,KJJP,FM,105.7,@hppr,,Twitter,right_only,Emptyatload
942,Texas,,Bushland,KTXP,FM,91.5,None,,Twitter,right_only,Emptyatload
943,Texas,,Commerce,KETR,FM,88.9,@ketrradio,,Twitter,right_only,Emptyatload
944,Texas,,Dallas-Fort Worth,KKXT,FM,91.7,None,,Twitter,right_only,Emptyatload
945,Texas,,Harlingen,KJJF,FM,88.9,@RGVpublicradio,,Twitter,right_only,Emptyatload
946,Texas,,Houston,KTSU,FM,90.9,@officialktsu909,,Twitter,right_only,Emptyatload
947,Texas,,Llano,KVHL,FM,91.7,@tprnews,,Twitter,right_only,Emptyatload
948,Texas,,Lubbock,KTTZ,FM,89.1,@kttz,,Twitter,right_only,Emptyatload
949,Texas,,Marfa,KRTS,FM,93.5,@marfaradio,,Twitter,right_only,Emptyatload
950,Texas,,Odessa,KXWT,FM,91.3,@kxwt,,Twitter,right_only,Emptyatload
951,Texas,,San Angelo,KNCH,FM,90.1,@kttz,,Twitter,right_only,Emptyatload
952,Texas,,San Antonio,KPAC,FM,88.3,@tprclassical,,Twitter,right_only,Emptyatload
953,Texas,,Sherman,KERA,FM,99.3,@keratx,,Twitter,right_only,Emptyatload
954,Texas,,Snyder,KTPR,FM,89.9,@tprnews,,Twitter,right_only,Emptyatload
955,Texas,,Spearman,KTOT,FM,89.5,@hppr,,Twitter,right_only,Emptyatload
956,Texas,,Stephenville,KTRL,FM,90.5,@ktrlradio,,Twitter,right_only,Emptyatload
957,Texas,,Tyler,KERA,FM,100.1,@keratx,,Twitter,right_only,Emptyatload
958,Texas,,Wichita Falls,KMCU,FM,88.7,@kccuradio,,Twitter,right_only,Emptyatload
959,Texas,,Wichita Falls,KERA,FM,88.3,@keratx,,Twitter,right_only,Emptyatload
960,Utah,,Logan,KUSR,FM,89.5,@utahpublicradio,,Twitter,right_only,Emptyatload
961,Utah,,Moab,KUST,FM,88.7,None,,Twitter,right_only,Emptyatload
962,Utah,,Park City,KPCW,FM,91.7,@kpcwtwitter,,Twitter,right_only,Emptyatload
963,Utah,,Price,KCEU,FM,89.7,@TTBook,,Twitter,right_only,Emptyatload
964,Utah,,Richfield,KUSL,FM,89.3,@utahpublicradio,,Twitter,right_only,Emptyatload
965,Utah,,St. George,KSGU,FM,90.3,@stgeorgechamber,,Twitter,right_only,Emptyatload
966,Utah,,Vernal,KUSK,FM,88.5,None,,Twitter,right_only,Emptyatload
967,Vermont,,Bristol,WXLQ,FM,90.5,@ncpr,,Twitter,right_only,Emptyatload
968,Vermont,,Colchester,WVTX,FM,88.7,@vprnet,,Twitter,right_only,Emptyatload
969,Vermont,,Norwich,WNCH,FM,88.1,@vprnet,,Twitter,right_only,Emptyatload
970,Virginia,,Chase City,WMVE,FM,90.1,None,,Twitter,right_only,Emptyatload
971,Virginia,,Ferrum,WWVT,FM,89.9,None,,Twitter,right_only,Emptyatload
972,Virginia,,Heathsville,WCNV,FM,89.1,None,,Twitter,right_only,Emptyatload
973,Virginia,,Hot Springs,WCHG,FM,107.1,@mtnradio,,Twitter,right_only,Emptyatload
974,Virginia,,Monterey,WVLS,FM,89.7,@mtnradio,,Twitter,right_only,Emptyatload
647,Washington,Walla Walla,Walla Walla,KWWS,FM,89.7,@nwptv,,Twitter,both,Emptyatload
649,Washington,Yakima,Yakima,KNWY,FM,90.3,None,,Twitter,both,Emptyatload
648,Washington,Yakima,,KDNA,FM,91.9,None,,Twitter,left_only,Emptyatload
975,Washington,,Chehalis,KSWS,FM,88.9,@nwptv,,Twitter,right_only,Emptyatload
976,Washington,,Chelan,KHNW,FM,88.3,None,,Twitter,right_only,Emptyatload
977,Washington,,Forks,KNWU,FM,91.5,None,,Twitter,right_only,Emptyatload
978,Washington,,Mount Vernon,KMWS,FM,90.1,None,,Twitter,right_only,Emptyatload
979,Washington,,Tacoma,KNKX,FM,88.5,@knkxfm,,Twitter,right_only,Emptyatload
980,Washington,,Tumwater,KUOW,AM,1340,@kuow,,Twitter,right_only,Emptyatload
981,Washington,,Tacoma,KVTI,FM,90.9,None,,Twitter,right_only,Emptyatload
982,Washington,,Yakima,KYVT,FM,88.5,None,,Twitter,right_only,Emptyatload
651,West Virginia,Buckhannon,Buckhannon,WVPW,FM,88.9,None,,Twitter,both,Emptyatload
653,West Virginia,Huntington,Huntington,WVWV,FM,89.9,None,,Twitter,both,Emptyatload
